Date,Reach,Sentiment
11-Jan-2023 09:29AM,0,Not Rated
11-Jan-2023 09:28AM,24182136,Neutral
11-Jan-2023 09:26AM,72858,Neutral
11-Jan-2023 09:22AM,0,Neutral
11-Jan-2023 09:17AM,87284,Neutral
11-Jan-2023 09:17AM,0,Neutral
11-Jan-2023 09:17AM,0,Neutral
11-Jan-2023 09:00AM,1689,Positive
11-Jan-2023 08:53AM,11636,Neutral
11-Jan-2023 08:50AM,77560,Neutral
11-Jan-2023 08:44AM,0,Not Rated
11-Jan-2023 08:43AM,0,Neutral
11-Jan-2023 08:43AM,28937069,Positive
11-Jan-2023 08:37AM,221353,Neutral
11-Jan-2023 08:35AM,17817213,Neutral
11-Jan-2023 08:32AM,0,Not Rated
11-Jan-2023 08:31AM,0,Neutral
11-Jan-2023 08:31AM,22197753,Neutral
11-Jan-2023 08:31AM,17817213,Neutral
11-Jan-2023 08:24AM,81,Neutral
11-Jan-2023 08:24AM,0,Not Rated
11-Jan-2023 08:21AM,0,Not Rated
11-Jan-2023 08:15AM,36829,Neutral
11-Jan-2023 08:01AM,117,Neutral
11-Jan-2023 07:59AM,9291,Neutral
11-Jan-2023 07:58AM,11,Neutral
11-Jan-2023 07:56AM,0,Neutral
11-Jan-2023 07:53AM,0,Not Rated
11-Jan-2023 07:50AM,0,Positive
11-Jan-2023 07:38AM,221353,Positive
11-Jan-2023 07:34AM,7155318,Neutral
11-Jan-2023 07:32AM,156,Neutral
11-Jan-2023 07:32AM,10126891,Positive
11-Jan-2023 07:30AM,1104,Neutral
11-Jan-2023 07:30AM,0,Neutral
11-Jan-2023 07:16AM,5818836,Neutral
11-Jan-2023 07:04AM,127880,Neutral
11-Jan-2023 07:01AM,16185088,Neutral
11-Jan-2023 06:21AM,16185088,Positive
11-Jan-2023 06:19AM,0,Neutral
11-Jan-2023 06:00AM,0,Not Rated
11-Jan-2023 04:30AM,0,Neutral
11-Jan-2023 04:30AM,0,Neutral
11-Jan-2023 04:04AM,0,Neutral
11-Jan-2023 03:43AM,0,Neutral
11-Jan-2023 03:25AM,0,Neutral
11-Jan-2023 03:03AM,0,Neutral
11-Jan-2023 02:39AM,16,Neutral
11-Jan-2023 02:06AM,0,Neutral
11-Jan-2023 02:05AM,0,Not Rated
11-Jan-2023 01:52AM,0,Neutral
11-Jan-2023 01:42AM,113,Positive
11-Jan-2023 01:18AM,2,Neutral
11-Jan-2023 01:10AM,0,Negative
11-Jan-2023 12:30AM,0,Neutral
11-Jan-2023 12:28AM,17876,Neutral
11-Jan-2023 12:28AM,7,Neutral
11-Jan-2023 12:09AM,0,Not Rated
11-Jan-2023 12:02AM,0,Neutral
10-Jan-2023 11:27PM,0,Neutral
10-Jan-2023 11:24PM,0,Neutral
10-Jan-2023 11:23PM,0,Negative
10-Jan-2023 11:17PM,0,Neutral
10-Jan-2023 11:03PM,0,Not Rated
10-Jan-2023 10:51PM,162,Neutral
10-Jan-2023 10:47PM,0,Neutral
10-Jan-2023 10:39PM,0,Not Rated
10-Jan-2023 10:36PM,0,Not Rated
10-Jan-2023 10:29PM,0,Neutral
10-Jan-2023 10:29PM,0,Neutral
10-Jan-2023 10:27PM,0,Neutral
10-Jan-2023 10:14PM,0,Neutral
10-Jan-2023 10:05PM,0,Not Rated
10-Jan-2023 09:53PM,541,Positive
10-Jan-2023 09:43PM,0,Neutral
10-Jan-2023 09:25PM,0,Not Rated
10-Jan-2023 09:18PM,0,Not Rated
10-Jan-2023 09:11PM,0,Not Rated
10-Jan-2023 08:49PM,0,Neutral
10-Jan-2023 08:43PM,0,Not Rated
10-Jan-2023 08:43PM,0,Not Rated
10-Jan-2023 08:34PM,16,Neutral
10-Jan-2023 08:33PM,46,Neutral
10-Jan-2023 08:33PM,0,Not Rated
10-Jan-2023 08:13PM,30,Positive
10-Jan-2023 08:11PM,0,Neutral
10-Jan-2023 08:10PM,57,Neutral
10-Jan-2023 08:02PM,151,Negative
10-Jan-2023 08:01PM,0,Neutral
10-Jan-2023 08:00PM,0,Not Rated
10-Jan-2023 07:57PM,0,Negative
10-Jan-2023 07:55PM,0,Neutral
10-Jan-2023 07:55PM,0,Neutral
10-Jan-2023 07:51PM,0,Neutral
10-Jan-2023 07:50PM,0,Not Rated
10-Jan-2023 07:43PM,0,Not Rated
10-Jan-2023 07:41PM,0,Not Rated
10-Jan-2023 07:34PM,0,Not Rated
10-Jan-2023 07:33PM,0,Neutral
10-Jan-2023 07:30PM,0,Neutral
10-Jan-2023 07:28PM,0,Neutral
10-Jan-2023 07:17PM,487,Neutral
10-Jan-2023 07:06PM,45,Neutral
10-Jan-2023 06:57PM,2862,Positive
10-Jan-2023 06:54PM,389,Neutral
10-Jan-2023 06:44PM,39477,Positive
10-Jan-2023 06:43PM,0,Not Rated
10-Jan-2023 06:30PM,0,Not Rated
10-Jan-2023 06:18PM,257,Positive
10-Jan-2023 06:06PM,0,Neutral
10-Jan-2023 06:05PM,163,Neutral
10-Jan-2023 06:04PM,0,Neutral
10-Jan-2023 06:01PM,0,Not Rated
10-Jan-2023 05:58PM,0,Neutral
10-Jan-2023 05:53PM,0,Positive
10-Jan-2023 05:50PM,12631,Neutral
10-Jan-2023 05:44PM,0,Not Rated
10-Jan-2023 05:44PM,0,Negative
10-Jan-2023 05:32PM,0,Positive
10-Jan-2023 05:30PM,0,Negative
10-Jan-2023 05:30PM,0,Negative
10-Jan-2023 05:25PM,420,Neutral
10-Jan-2023 05:10PM,0,Negative
10-Jan-2023 05:01PM,316,Neutral
10-Jan-2023 04:53PM,0,Not Rated
10-Jan-2023 04:51PM,0,Neutral
10-Jan-2023 04:47PM,87312,Positive
10-Jan-2023 04:43PM,0,Not Rated
10-Jan-2023 04:43PM,37793,Neutral
10-Jan-2023 04:41PM,0,Negative
10-Jan-2023 04:24PM,0,Negative
10-Jan-2023 04:18PM,0,Neutral
10-Jan-2023 04:09PM,586,Neutral
10-Jan-2023 03:53PM,468,Positive
10-Jan-2023 03:51PM,0,Positive
10-Jan-2023 03:49PM,257,Neutral
10-Jan-2023 03:46PM,0,Not Rated
10-Jan-2023 03:34PM,0,Positive
10-Jan-2023 03:33PM,15631,Positive
10-Jan-2023 03:29PM,0,Neutral
10-Jan-2023 03:24PM,132,Negative
10-Jan-2023 03:24PM,132,Negative
10-Jan-2023 03:20PM,1,Positive
10-Jan-2023 03:20PM,378,Neutral
10-Jan-2023 03:00PM,0,Positive
10-Jan-2023 02:49PM,0,Not Rated
10-Jan-2023 02:39PM,5577,Neutral
10-Jan-2023 02:36PM,0,Positive
10-Jan-2023 02:36PM,82,Positive
10-Jan-2023 02:35PM,0,Not Rated
10-Jan-2023 02:34PM,0,Neutral
10-Jan-2023 02:33PM,0,Positive
10-Jan-2023 02:21PM,0,Not Rated
10-Jan-2023 02:15PM,199,Positive
10-Jan-2023 01:37PM,2,Neutral
10-Jan-2023 01:37PM,0,Not Rated
10-Jan-2023 01:33PM,0,Neutral
10-Jan-2023 01:31PM,0,Neutral
10-Jan-2023 01:24PM,0,Neutral
10-Jan-2023 01:17PM,1,Neutral
10-Jan-2023 12:58PM,0,Neutral
10-Jan-2023 12:44PM,35087,Positive
10-Jan-2023 12:41PM,0,Neutral
10-Jan-2023 12:41PM,0,Neutral
10-Jan-2023 12:39PM,0,Not Rated
10-Jan-2023 12:38PM,0,Negative
10-Jan-2023 12:38PM,0,Negative
10-Jan-2023 12:25PM,0,Not Rated
10-Jan-2023 12:25PM,0,Not Rated
10-Jan-2023 12:24PM,18,Negative
10-Jan-2023 12:24PM,0,Not Rated
10-Jan-2023 12:16PM,0,Neutral
10-Jan-2023 12:14PM,70671,Neutral
10-Jan-2023 12:13PM,29622,Neutral
10-Jan-2023 12:13PM,0,Not Rated
10-Jan-2023 12:11PM,90,Neutral
10-Jan-2023 12:09PM,106,Negative
10-Jan-2023 12:05PM,0,Not Rated
10-Jan-2023 12:04PM,0,Not Rated
10-Jan-2023 12:00PM,0,Not Rated
10-Jan-2023 11:55AM,0,Neutral
10-Jan-2023 11:46AM,54563,Neutral
10-Jan-2023 11:43AM,233,Neutral
10-Jan-2023 11:41AM,29622,Neutral
10-Jan-2023 11:40AM,0,Positive
10-Jan-2023 11:37AM,0,Positive
10-Jan-2023 11:36AM,1,Neutral
10-Jan-2023 11:29AM,42,Neutral
10-Jan-2023 11:19AM,114,Neutral
10-Jan-2023 11:15AM,3,Neutral
10-Jan-2023 10:54AM,0,Not Rated
10-Jan-2023 10:48AM,324228,Positive
10-Jan-2023 10:46AM,0,Neutral
10-Jan-2023 10:41AM,0,Neutral
10-Jan-2023 10:38AM,226,Neutral
10-Jan-2023 10:36AM,14,Negative
10-Jan-2023 10:23AM,2,Neutral
10-Jan-2023 10:20AM,0,Positive
10-Jan-2023 10:14AM,0,Positive
10-Jan-2023 10:10AM,822,Neutral
10-Jan-2023 09:56AM,0,Neutral
10-Jan-2023 09:55AM,3263,Neutral
10-Jan-2023 09:51AM,104,Neutral
10-Jan-2023 09:48AM,0,Not Rated
10-Jan-2023 09:41AM,0,Positive
10-Jan-2023 09:38AM,1,Neutral
10-Jan-2023 09:36AM,10,Neutral
10-Jan-2023 09:34AM,0,Negative
10-Jan-2023 09:23AM,0,Positive
10-Jan-2023 09:22AM,0,Not Rated
10-Jan-2023 09:21AM,0,Neutral
10-Jan-2023 09:21AM,0,Positive
10-Jan-2023 09:20AM,1658,Neutral
10-Jan-2023 09:16AM,29620,Neutral
10-Jan-2023 09:09AM,5281,Negative
10-Jan-2023 09:06AM,623036,Neutral
10-Jan-2023 09:03AM,0,Neutral
10-Jan-2023 09:02AM,0,Positive
10-Jan-2023 09:00AM,0,Not Rated
10-Jan-2023 08:57AM,0,Not Rated
10-Jan-2023 08:56AM,0,Neutral
10-Jan-2023 08:56AM,0,Neutral
10-Jan-2023 08:56AM,0,Neutral
10-Jan-2023 08:56AM,0,Neutral
10-Jan-2023 08:50AM,0,Not Rated
10-Jan-2023 08:47AM,6,Neutral
10-Jan-2023 08:47AM,80,Neutral
10-Jan-2023 08:45AM,0,Neutral
10-Jan-2023 08:42AM,0,Neutral
10-Jan-2023 08:29AM,39840,Positive
10-Jan-2023 08:19AM,0,Neutral
10-Jan-2023 08:12AM,0,Not Rated
10-Jan-2023 08:08AM,1558,Neutral
10-Jan-2023 08:04AM,151710,Positive
10-Jan-2023 07:55AM,373,Negative
10-Jan-2023 07:32AM,0,Positive
10-Jan-2023 06:45AM,0,Neutral
10-Jan-2023 06:43AM,8,Neutral
10-Jan-2023 06:17AM,0,Neutral
10-Jan-2023 06:10AM,0,Neutral
10-Jan-2023 05:20AM,0,Neutral
10-Jan-2023 04:42AM,0,Neutral
10-Jan-2023 03:12AM,2019463,Neutral
10-Jan-2023 02:29AM,16185088,Neutral
10-Jan-2023 02:28AM,926,Neutral
10-Jan-2023 01:54AM,0,Neutral
10-Jan-2023 01:32AM,389986,Positive
09-Jan-2023 11:59PM,11765,Positive
09-Jan-2023 11:54PM,474,Neutral
09-Jan-2023 11:33PM,3245309,Neutral
09-Jan-2023 11:29PM,6214,Neutral
09-Jan-2023 11:28PM,91427,Positive
09-Jan-2023 11:22PM,3,Neutral
09-Jan-2023 11:21PM,0,Not Rated
09-Jan-2023 11:19PM,0,Neutral
09-Jan-2023 10:42PM,1144,Negative
09-Jan-2023 10:28PM,9,Negative
09-Jan-2023 09:55PM,49,Neutral
09-Jan-2023 09:45PM,18,Positive
09-Jan-2023 09:44PM,9122,Neutral
09-Jan-2023 09:27PM,130,Neutral
09-Jan-2023 09:24PM,121851,Positive
09-Jan-2023 09:18PM,0,Neutral
09-Jan-2023 09:16PM,48832,Neutral
09-Jan-2023 09:15PM,86958,Positive
09-Jan-2023 09:14PM,29170,Neutral
09-Jan-2023 09:03PM,616,Neutral
09-Jan-2023 09:00PM,0,Not Rated
09-Jan-2023 08:46PM,0,Not Rated
09-Jan-2023 08:39PM,14,Positive
09-Jan-2023 08:39PM,0,Positive
09-Jan-2023 08:30PM,0,Neutral
09-Jan-2023 08:28PM,9534,Neutral
09-Jan-2023 08:23PM,18400,Positive
09-Jan-2023 08:12PM,136,Neutral
09-Jan-2023 08:11PM,84,Negative
09-Jan-2023 07:48PM,0,Not Rated
09-Jan-2023 07:46PM,1416,Negative
09-Jan-2023 07:42PM,137,Neutral
09-Jan-2023 07:39PM,8,Neutral
09-Jan-2023 07:37PM,0,Neutral
09-Jan-2023 07:37PM,97024,Neutral
09-Jan-2023 07:31PM,0,Neutral
09-Jan-2023 07:31PM,0,Neutral
09-Jan-2023 07:22PM,39540,Neutral
09-Jan-2023 07:03PM,22197753,Positive
09-Jan-2023 06:55PM,0,Positive
09-Jan-2023 06:39PM,40968,Neutral
09-Jan-2023 06:23PM,0,Neutral
09-Jan-2023 06:23PM,45900888,Neutral
09-Jan-2023 06:19PM,0,Neutral
09-Jan-2023 06:19PM,383,Neutral
09-Jan-2023 06:13PM,39759,Neutral
09-Jan-2023 06:12PM,615309,Neutral
09-Jan-2023 06:06PM,0,Neutral
09-Jan-2023 06:02PM,39275,Neutral
09-Jan-2023 06:00PM,0,Neutral
09-Jan-2023 05:57PM,1244157,Neutral
09-Jan-2023 05:55PM,0,Positive
09-Jan-2023 05:52PM,6351345,Negative
09-Jan-2023 05:51PM,0,Neutral
09-Jan-2023 05:47PM,0,Positive
09-Jan-2023 05:46PM,12916,Negative
09-Jan-2023 05:45PM,0,Not Rated
09-Jan-2023 05:38PM,0,Positive
09-Jan-2023 05:27PM,0,Neutral
09-Jan-2023 05:20PM,0,Not Rated
09-Jan-2023 05:10PM,14601,Neutral
09-Jan-2023 05:02PM,0,Neutral
09-Jan-2023 04:57PM,6951,Neutral
09-Jan-2023 04:55PM,369,Neutral
09-Jan-2023 04:54PM,205,Positive
09-Jan-2023 04:54PM,20,Neutral
09-Jan-2023 04:50PM,0,Positive
09-Jan-2023 04:45PM,0,Positive
09-Jan-2023 04:30PM,22197753,Positive
09-Jan-2023 04:26PM,0,Positive
09-Jan-2023 04:16PM,313307,Positive
09-Jan-2023 04:15PM,0,Not Rated
09-Jan-2023 04:12PM,26493865,Neutral
09-Jan-2023 04:11PM,254,Neutral
09-Jan-2023 04:05PM,0,Negative
09-Jan-2023 03:57PM,3243,Negative
09-Jan-2023 03:35PM,20901256,Neutral
09-Jan-2023 03:25PM,1773,Negative
09-Jan-2023 02:56PM,0,Positive
09-Jan-2023 02:53PM,221353,Positive
09-Jan-2023 02:52PM,4218934,Positive
09-Jan-2023 02:44PM,846,Negative
09-Jan-2023 02:29PM,149992,Neutral
09-Jan-2023 02:26PM,16,Neutral
09-Jan-2023 02:21PM,0,Not Rated
09-Jan-2023 02:07PM,20789644,Neutral
09-Jan-2023 02:07PM,1244119,Neutral
09-Jan-2023 01:30PM,1975,Negative
09-Jan-2023 01:03PM,112,Neutral
09-Jan-2023 12:56PM,6,Positive
09-Jan-2023 12:54PM,0,Positive
09-Jan-2023 12:41PM,1371,Positive
09-Jan-2023 12:30PM,0,Neutral
09-Jan-2023 12:30PM,0,Neutral
09-Jan-2023 12:19PM,0,Neutral
09-Jan-2023 12:18PM,683,Neutral
09-Jan-2023 12:06PM,254,Negative
09-Jan-2023 12:02PM,313307,Positive
09-Jan-2023 12:00PM,0,Not Rated
09-Jan-2023 11:36AM,0,Not Rated
09-Jan-2023 11:25AM,8,Positive
09-Jan-2023 11:13AM,409,Neutral
09-Jan-2023 10:59AM,0,Neutral
09-Jan-2023 10:57AM,9265,Neutral
09-Jan-2023 10:52AM,0,Neutral
09-Jan-2023 10:52AM,5669829,Positive
09-Jan-2023 10:50AM,415940,Positive
09-Jan-2023 10:44AM,0,Not Rated
09-Jan-2023 10:39AM,1569,Neutral
09-Jan-2023 10:35AM,4218934,Neutral
09-Jan-2023 10:30AM,548297,Neutral
09-Jan-2023 10:25AM,0,Positive
09-Jan-2023 10:14AM,0,Positive
09-Jan-2023 10:14AM,22022875,Positive
09-Jan-2023 10:14AM,0,Neutral
09-Jan-2023 10:14AM,87284,Neutral
09-Jan-2023 10:12AM,20,Neutral
09-Jan-2023 10:09AM,0,Neutral
09-Jan-2023 10:06AM,0,Neutral
09-Jan-2023 10:01AM,33725,Positive
09-Jan-2023 10:00AM,1220345,Neutral
09-Jan-2023 10:00AM,0,Not Rated
09-Jan-2023 09:51AM,0,Not Rated
09-Jan-2023 09:45AM,7155318,Positive
09-Jan-2023 09:35AM,0,Positive
09-Jan-2023 09:34AM,6351345,Neutral
09-Jan-2023 09:18AM,1963,Positive
09-Jan-2023 09:05AM,7,Negative
09-Jan-2023 09:03AM,0,Neutral
09-Jan-2023 08:48AM,0,Neutral
09-Jan-2023 08:32AM,0,Neutral
09-Jan-2023 08:06AM,0,Neutral
09-Jan-2023 07:58AM,0,Not Rated
09-Jan-2023 07:54AM,295,Negative
09-Jan-2023 07:41AM,10,Neutral
09-Jan-2023 07:38AM,0,Not Rated
09-Jan-2023 07:37AM,9526,Negative
09-Jan-2023 07:32AM,16185088,Neutral
09-Jan-2023 07:19AM,205,Neutral
09-Jan-2023 06:37AM,0,Neutral
09-Jan-2023 06:05AM,28937069,Neutral
09-Jan-2023 06:01AM,710815,Neutral
09-Jan-2023 05:44AM,800182,Positive
09-Jan-2023 05:19AM,0,Positive
09-Jan-2023 04:47AM,16185088,Neutral
09-Jan-2023 04:29AM,287462,Positive
09-Jan-2023 03:16AM,91,Negative
09-Jan-2023 02:26AM,0,Positive
09-Jan-2023 12:27AM,33,Positive
09-Jan-2023 12:02AM,0,Positive
08-Jan-2023 11:02PM,420,Neutral
08-Jan-2023 10:53PM,0,Not Rated
08-Jan-2023 10:28PM,5,Neutral
08-Jan-2023 10:04PM,0,Not Rated
08-Jan-2023 09:49PM,1622,Neutral
08-Jan-2023 09:22PM,0,Negative
08-Jan-2023 09:19PM,0,Neutral
08-Jan-2023 08:47PM,6351345,Negative
08-Jan-2023 08:29PM,0,Neutral
08-Jan-2023 08:13PM,0,Not Rated
08-Jan-2023 07:44PM,64,Neutral
08-Jan-2023 06:39PM,0,Not Rated
08-Jan-2023 05:47PM,1964,Neutral
08-Jan-2023 05:41PM,0,Not Rated
08-Jan-2023 05:30PM,0,Not Rated
08-Jan-2023 05:10PM,3445,Neutral
08-Jan-2023 05:05PM,0,Positive
08-Jan-2023 04:48PM,0,Not Rated
08-Jan-2023 04:35PM,29626,Neutral
08-Jan-2023 04:12PM,90,Neutral
08-Jan-2023 03:51PM,273,Neutral
08-Jan-2023 03:46PM,138,Neutral
08-Jan-2023 03:42PM,2,Positive
08-Jan-2023 03:06PM,1,Neutral
08-Jan-2023 03:03PM,0,Positive
08-Jan-2023 03:00PM,0,Not Rated
08-Jan-2023 02:57PM,0,Not Rated
08-Jan-2023 02:30PM,33,Negative
08-Jan-2023 01:29PM,4119,Neutral
08-Jan-2023 12:35PM,0,Neutral
08-Jan-2023 12:30PM,2447,Positive
08-Jan-2023 12:26PM,390,Neutral
08-Jan-2023 12:20PM,0,Not Rated
08-Jan-2023 12:17PM,0,Not Rated
08-Jan-2023 12:15PM,3871,Neutral
08-Jan-2023 12:00PM,0,Not Rated
08-Jan-2023 11:50AM,11734730,Neutral
08-Jan-2023 11:44AM,0,Neutral
08-Jan-2023 11:44AM,87284,Neutral
08-Jan-2023 11:22AM,47,Positive
08-Jan-2023 11:01AM,0,Positive
08-Jan-2023 11:00AM,0,Not Rated
08-Jan-2023 10:19AM,4,Neutral
08-Jan-2023 10:02AM,400,Positive
08-Jan-2023 09:56AM,0,Not Rated
08-Jan-2023 09:39AM,62,Positive
08-Jan-2023 09:08AM,28,Neutral
08-Jan-2023 06:30AM,0,Neutral
08-Jan-2023 01:15AM,0,Not Rated
08-Jan-2023 12:07AM,0,Neutral
08-Jan-2023 12:06AM,0,Positive
08-Jan-2023 12:04AM,5822,Neutral
07-Jan-2023 11:35PM,0,Neutral
07-Jan-2023 10:10PM,0,Neutral
07-Jan-2023 09:04PM,0,Neutral
07-Jan-2023 09:00PM,0,Neutral
07-Jan-2023 08:34PM,274897,Neutral
07-Jan-2023 08:30PM,0,Not Rated
07-Jan-2023 08:29PM,0,Not Rated
07-Jan-2023 08:16PM,0,Neutral
07-Jan-2023 08:00PM,0,Neutral
07-Jan-2023 07:45PM,0,Not Rated
07-Jan-2023 07:39PM,313307,Positive
07-Jan-2023 07:23PM,0,Not Rated
07-Jan-2023 07:02PM,1988679,Positive
07-Jan-2023 06:56PM,0,Not Rated
07-Jan-2023 06:26PM,0,Neutral
07-Jan-2023 06:02PM,121661,Neutral
07-Jan-2023 06:01PM,992389,Positive
07-Jan-2023 06:00PM,0,Not Rated
07-Jan-2023 06:00PM,0,Not Rated
07-Jan-2023 05:58PM,0,Neutral
07-Jan-2023 05:41PM,0,Neutral
07-Jan-2023 05:36PM,41383,Neutral
07-Jan-2023 05:30PM,0,Not Rated
07-Jan-2023 05:28PM,15,Positive
07-Jan-2023 05:06PM,0,Not Rated
07-Jan-2023 04:23PM,43149,Neutral
07-Jan-2023 03:54PM,0,Not Rated
07-Jan-2023 03:44PM,0,Not Rated
07-Jan-2023 03:32PM,38,Neutral
07-Jan-2023 03:32PM,0,Not Rated
07-Jan-2023 03:16PM,0,Not Rated
07-Jan-2023 02:59PM,79,Negative
07-Jan-2023 02:44PM,0,Not Rated
07-Jan-2023 02:28PM,0,Not Rated
07-Jan-2023 02:28PM,0,Positive
07-Jan-2023 02:05PM,0,Not Rated
07-Jan-2023 01:57PM,0,Not Rated
07-Jan-2023 01:37PM,0,Not Rated
07-Jan-2023 01:30PM,0,Not Rated
07-Jan-2023 01:00PM,32834,Neutral
07-Jan-2023 12:49PM,43987565,Positive
07-Jan-2023 12:44PM,1,Neutral
07-Jan-2023 12:42PM,385,Neutral
07-Jan-2023 12:39PM,12,Positive
07-Jan-2023 12:36PM,15,Positive
07-Jan-2023 12:31PM,0,Not Rated
07-Jan-2023 11:58AM,16185088,Positive
07-Jan-2023 11:56AM,0,Neutral
07-Jan-2023 11:50AM,5,Neutral
07-Jan-2023 11:48AM,0,Not Rated
07-Jan-2023 11:44AM,31,Neutral
07-Jan-2023 11:14AM,96,Positive
07-Jan-2023 11:06AM,0,Not Rated
07-Jan-2023 11:04AM,0,Positive
07-Jan-2023 11:00AM,0,Not Rated
07-Jan-2023 10:55AM,0,Positive
07-Jan-2023 10:29AM,0,Not Rated
07-Jan-2023 10:28AM,0,Not Rated
07-Jan-2023 10:09AM,0,Not Rated
07-Jan-2023 09:48AM,0,Not Rated
07-Jan-2023 09:45AM,484,Neutral
07-Jan-2023 09:40AM,0,Not Rated
07-Jan-2023 09:32AM,0,Neutral
07-Jan-2023 09:31AM,9265,Positive
07-Jan-2023 09:30AM,0,Not Rated
07-Jan-2023 09:27AM,27781,Positive
07-Jan-2023 09:25AM,334,Neutral
07-Jan-2023 09:16AM,0,Neutral
07-Jan-2023 09:13AM,0,Not Rated
07-Jan-2023 09:10AM,0,Not Rated
07-Jan-2023 09:05AM,0,Not Rated
07-Jan-2023 08:08AM,1354,Neutral
07-Jan-2023 08:00AM,0,Not Rated
07-Jan-2023 08:00AM,2041452,Positive
07-Jan-2023 07:51AM,907,Positive
07-Jan-2023 07:44AM,0,Neutral
07-Jan-2023 07:19AM,16185088,Positive
07-Jan-2023 06:50AM,0,Not Rated
07-Jan-2023 06:12AM,73,Positive
07-Jan-2023 06:00AM,0,Not Rated
07-Jan-2023 05:46AM,16185088,Neutral
07-Jan-2023 03:00AM,335,Neutral
07-Jan-2023 02:32AM,0,Not Rated
07-Jan-2023 02:10AM,72,Neutral
07-Jan-2023 02:05AM,16185088,Neutral
07-Jan-2023 02:03AM,1,Positive
07-Jan-2023 12:30AM,0,Positive
07-Jan-2023 12:27AM,0,Not Rated
06-Jan-2023 11:32PM,6,Neutral
06-Jan-2023 11:22PM,127,Neutral
06-Jan-2023 11:21PM,0,Neutral
06-Jan-2023 11:17PM,0,Not Rated
06-Jan-2023 10:58PM,0,Neutral
06-Jan-2023 10:46PM,0,Neutral
06-Jan-2023 10:45PM,0,Neutral
06-Jan-2023 10:15PM,0,Not Rated
06-Jan-2023 09:54PM,0,Neutral
06-Jan-2023 09:39PM,0,Not Rated
06-Jan-2023 09:34PM,0,Not Rated
06-Jan-2023 09:24PM,0,Not Rated
06-Jan-2023 09:10PM,45,Positive
06-Jan-2023 09:00PM,0,Not Rated
06-Jan-2023 09:00PM,0,Not Rated
06-Jan-2023 08:57PM,0,Positive
06-Jan-2023 08:56PM,95,Positive
06-Jan-2023 08:54PM,1988679,Neutral
06-Jan-2023 08:39PM,39,Neutral
06-Jan-2023 08:32PM,0,Not Rated
06-Jan-2023 08:27PM,470,Positive
06-Jan-2023 08:27PM,0,Neutral
06-Jan-2023 08:25PM,0,Positive
06-Jan-2023 08:20PM,0,Not Rated
06-Jan-2023 08:18PM,351840,Positive
06-Jan-2023 08:08PM,322,Neutral
06-Jan-2023 08:00PM,0,Not Rated
06-Jan-2023 07:56PM,0,Neutral
06-Jan-2023 07:42PM,1397929,Neutral
06-Jan-2023 07:38PM,0,Neutral
06-Jan-2023 07:38PM,87284,Neutral
06-Jan-2023 07:20PM,0,Not Rated
06-Jan-2023 07:20PM,0,Neutral
06-Jan-2023 07:19PM,304,Neutral
06-Jan-2023 07:07PM,1700423,Neutral
06-Jan-2023 07:07PM,22801515,Neutral
06-Jan-2023 07:00PM,0,Not Rated
06-Jan-2023 06:58PM,0,Not Rated
06-Jan-2023 06:55PM,0,Neutral
06-Jan-2023 06:49PM,329,Positive
06-Jan-2023 06:49PM,0,Neutral
06-Jan-2023 06:31PM,1871579,Positive
06-Jan-2023 06:11PM,0,Not Rated
06-Jan-2023 05:41PM,0,Not Rated
06-Jan-2023 05:00PM,0,Not Rated
06-Jan-2023 04:56PM,0,Neutral
06-Jan-2023 04:56PM,0,Neutral
06-Jan-2023 04:56PM,0,Neutral
06-Jan-2023 04:56PM,4,Positive
06-Jan-2023 04:50PM,11,Neutral
06-Jan-2023 04:38PM,0,Not Rated
06-Jan-2023 04:23PM,0,Not Rated
06-Jan-2023 04:20PM,0,Not Rated
06-Jan-2023 04:16PM,0,Not Rated
06-Jan-2023 04:15PM,0,Not Rated
06-Jan-2023 04:10PM,0,Negative
06-Jan-2023 03:58PM,259193,Negative
06-Jan-2023 03:35PM,0,Not Rated
06-Jan-2023 03:30PM,0,Not Rated
06-Jan-2023 03:21PM,8,Negative
06-Jan-2023 02:54PM,0,Not Rated
06-Jan-2023 02:30PM,0,Not Rated
06-Jan-2023 02:27PM,0,Positive
06-Jan-2023 02:26PM,33560,Neutral
06-Jan-2023 02:22PM,0,Neutral
06-Jan-2023 02:00PM,0,Neutral
06-Jan-2023 02:00PM,0,Not Rated
06-Jan-2023 01:37PM,0,Not Rated
06-Jan-2023 01:34PM,0,Not Rated
06-Jan-2023 01:32PM,0,Positive
06-Jan-2023 01:15PM,5089,Neutral
06-Jan-2023 01:09PM,0,Not Rated
06-Jan-2023 01:07PM,0,Not Rated
06-Jan-2023 12:51PM,313307,Positive
06-Jan-2023 12:30PM,0,Neutral
06-Jan-2023 12:20PM,0,Neutral
06-Jan-2023 12:18PM,0,Not Rated
06-Jan-2023 12:06PM,0,Not Rated
06-Jan-2023 12:05PM,0,Not Rated
06-Jan-2023 12:00PM,172,Neutral
06-Jan-2023 12:00PM,0,Not Rated
06-Jan-2023 11:36AM,9265,Positive
06-Jan-2023 11:34AM,5822,Positive
06-Jan-2023 10:48AM,119307,Positive
06-Jan-2023 10:42AM,0,Positive
06-Jan-2023 10:40AM,0,Neutral
06-Jan-2023 10:21AM,1871579,Negative
06-Jan-2023 10:19AM,0,Neutral
06-Jan-2023 10:03AM,313,Neutral
06-Jan-2023 09:25AM,0,Negative
